,B,C,D,E
30633,191.3894909,"1,53,69,580",L1-dcache-load-misses,-68.09%
30634,191.3894909,"5,30,876",L1-icache-load-misses,-72.21%
30635,191.3894909,"1,26,620",dTLB-load-misses,-77.52%
30636,191.3894909,"10,666",dTLB-store-misses,-82.84%
30637,191.3894909,"4,436",iTLB-load-misses,-38.43%
30638,191.3894909,"19,777",LLC-load-misses,-33.11%
30639,191.3894909,"1,54,105",LLC-store-misses,-27.80%
30640,191.3894909,"2,19,046",branch-load-misses,-33.13%
30641,191.3894909,"23,07,73,294",cycles,-38.45%
30642,191.3894909,"40,07,84,856",instructions              #    1.74  insn per cycle,-46.82%
30643,191.4647025,"2,35,166",branch-misses,-78.58%
30644,191.4647025,"3,56,807",cache-misses,-84.04%
30645,191.4647025,"1,54,60,146",L1-dcache-load-misses,-84.04%
30646,191.4647025,"7,27,913",L1-icache-load-misses,-79.92%
30647,191.4647025,"1,44,481",dTLB-load-misses,-74.61%
30648,191.4647025,"10,953",dTLB-store-misses,-69.29%
30649,191.4647025,"2,764",iTLB-load-misses,-25.39%
30650,191.4647025,"12,811",LLC-load-misses,-30.71%
30651,191.4647025,"68,490",LLC-store-misses,-36.02%
30652,191.4647025,"2,30,243",branch-load-misses,-46.66%
30653,191.4647025,"23,02,50,931",cycles,-57.29%
30654,191.4647025,"32,16,95,896",instructions              #    1.40  insn per cycle,-67.92%
30655,191.5399064,"2,53,473",branch-misses,-57.59%
30656,191.5399064,"3,64,559",cache-misses,-68.08%
30657,191.5399064,"1,53,16,756",L1-dcache-load-misses,-68.08%
30658,191.5399064,"7,39,189",L1-icache-load-misses,-68.09%
30659,191.5399064,"1,25,912",dTLB-load-misses,-68.99%
30660,191.5399064,"12,315",dTLB-store-misses,-74.31%
30661,191.5399064,"4,629",iTLB-load-misses,-42.55%
30662,191.5399064,"12,869",LLC-load-misses,-41.65%
30663,191.5399064,"42,815",LLC-store-misses,-36.33%
30664,191.5399064,"2,70,827",branch-load-misses,-41.65%
30665,191.5399064,"22,93,15,925",cycles,-46.97%
30666,191.5399064,"30,40,00,336",instructions              #    1.33  insn per cycle,-52.29%
30667,191.6151087,"2,42,264",branch-misses,-70.06%
30668,191.6151087,"3,10,911",cache-misses,-80.69%
30669,191.6151087,"1,56,75,983",L1-dcache-load-misses,-84.04%
30670,191.6151087,"7,79,767",L1-icache-load-misses,-84.04%
30671,191.6151087,"2,42,779",dTLB-load-misses,-83.14%
30672,191.6151087,"12,728",dTLB-store-misses,-77.82%
30673,191.6151087,"3,482",iTLB-load-misses,-21.28%
30674,191.6151087,"20,544",LLC-load-misses,-22.18%
30675,191.6151087,"66,404",LLC-store-misses,-27.49%
30676,191.6151087,"2,33,677",branch-load-misses,-38.13%
30677,191.6151087,"22,95,20,504",cycles,-48.77%
30678,191.6151087,"30,73,87,176",instructions              #    1.34  insn per cycle,-59.40%
30679,191.6903176,"2,39,394",branch-misses,-66.11%
30680,191.6903176,"3,34,015",cache-misses,-71.43%
30681,191.6903176,"1,60,15,207",L1-dcache-load-misses,-68.09%
30682,191.6903176,"6,49,873",L1-icache-load-misses,-68.09%
30683,191.6903176,"1,94,251",dTLB-load-misses,-68.09%
30684,191.6903176,"12,599",dTLB-store-misses,-68.09%
30685,191.6903176,"2,589",iTLB-load-misses,-42.55%
30686,191.6903176,"16,611",LLC-load-misses,-42.55%
30687,191.6903176,"76,584",LLC-store-misses,-42.55%
30688,191.6903176,"2,44,559",branch-load-misses,-50.17%
30689,191.6903176,"23,02,58,174",cycles,-55.49%
30690,191.6903176,"32,02,38,715",instructions              #    1.39  insn per cycle,-60.81%
30691,191.7655163,"2,47,919",branch-misses,-61.53%
30692,191.7655163,"4,15,102",cache-misses,-72.17%
30693,191.7655163,"1,54,59,136",L1-dcache-load-misses,-77.49%
30694,191.7655163,"7,92,751",L1-icache-load-misses,-82.81%
30695,191.7655163,"1,22,762",dTLB-load-misses,-84.04%
30696,191.7655163,"11,435",dTLB-store-misses,-84.04%
30697,191.7655163,"3,132",iTLB-load-misses,-27.84%
30698,191.7655163,"26,165",LLC-load-misses,-22.52%
30699,191.7655163,"54,898",LLC-store-misses,-21.28%
30700,191.7655163,"2,46,513",branch-load-misses,-29.61%
30701,191.7655163,"23,07,50,748",cycles,-40.24%
30702,191.7655163,"30,48,07,401",instructions              #    1.32  insn per cycle,-50.88%
30704,191.8407184,"2,52,073",branch-misses,-74.63%
30705,191.8407184,"2,24,570",cache-misses,-79.95%
30706,191.8407184,"1,60,85,236",L1-dcache-load-misses,-74.63%
30707,191.8407184,"7,93,509",L1-icache-load-misses,-69.31%
30708,191.8407184,"1,99,342",dTLB-load-misses,-68.09%
30709,191.8407184,"12,123",dTLB-store-misses,-68.09%
30710,191.8407184,"6,244",iTLB-load-misses,-36.00%
30711,191.8407184,"19,322",LLC-load-misses,-41.31%
30712,191.8407184,"19,146",LLC-store-misses,-42.55%
30713,191.8407184,"2,45,039",branch-load-misses,-53.19%
30714,191.8407184,"23,02,00,133",cycles,-63.82%
30715,191.8407184,"27,96,92,522",instructions              #    1.21  insn per cycle,-69.32%
30716,191.9159296,"2,64,997",branch-misses,-57.45%
30717,191.9159296,"2,17,298",cache-misses,-68.09%
30718,191.9159296,"1,58,95,002",L1-dcache-load-misses,-68.96%
30719,191.9159296,"7,66,505",L1-icache-load-misses,-74.28%
30720,191.9159296,"2,00,239",dTLB-load-misses,-79.60%
30721,191.9159296,"12,062",dTLB-store-misses,-84.05%
30722,191.9159296,"5,786",iTLB-load-misses,-36.36%
30723,191.9159296,"12,512",LLC-load-misses,-31.04%
30724,191.9159296,"28,749",LLC-store-misses,-25.72%
30725,191.9159296,"2,70,402",branch-load-misses,-31.04%
30726,191.9159296,"23,04,35,460",cycles,-36.36%
30727,191.9159296,"28,26,74,934",instructions              #    1.23  insn per cycle,-46.82%
30728,191.9911199,"2,38,671",branch-misses,-78.72%
30729,191.9911199,"5,28,834",cache-misses,-84.04%
30730,191.9911199,"1,48,28,452",L1-dcache-load-misses,-83.16%
30731,191.9911199,"6,74,133",L1-icache-load-misses,-77.84%
30732,191.9911199,"1,29,590",dTLB-load-misses,-72.53%
30733,191.9911199,"13,255",dTLB-store-misses,-68.08%
30734,191.9911199,"1,274",iTLB-load-misses,-27.47%
30735,191.9911199,"30,714",LLC-load-misses,-32.79%
30736,191.9911199,"72,875",LLC-store-misses,-38.11%
30737,191.9911199,"2,29,908",branch-load-misses,-48.74%
30738,191.9911199,"22,79,19,343",cycles,-59.38%
30739,191.9911199,"33,69,51,472",instructions              #    1.48  insn per cycle,-70.02%
30740,192.0663217,"2,46,473",branch-misses,-57.44%
30741,192.0663217,"3,19,657",cache-misses,-68.08%
30742,192.0663217,"1,56,95,997",L1-dcache-load-misses,-68.08%
30743,192.0663217,"7,84,490",L1-icache-load-misses,-68.09%
30744,192.0663217,"1,53,397",dTLB-load-misses,-71.10%
30745,192.0663217,"11,439",dTLB-store-misses,-76.42%
30746,192.0663217,"3,162",iTLB-load-misses,-42.55%
30747,192.0663217,"17,906",LLC-load-misses,-39.54%
30748,192.0663217,"61,181",LLC-store-misses,-34.22%
30749,192.0663217,"2,49,420",branch-load-misses,-39.54%
30750,192.0663217,"22,95,61,019",cycles,-44.86%
30751,192.0663217,"31,22,23,490",instructions              #    1.36  insn per cycle,-50.18%
30752,192.1415278,"2,53,815",branch-misses,-72.16%
30753,192.1415278,"2,97,135",cache-misses,-82.80%
30754,192.1415278,"1,58,03,227",L1-dcache-load-misses,-84.05%
30755,192.1415278,"7,93,866",L1-icache-load-misses,-84.05%
30756,192.1415278,"1,79,558",dTLB-load-misses,-81.04%
30757,192.1415278,"11,951",dTLB-store-misses,-75.71%
30758,192.1415278,"4,188",iTLB-load-misses,-21.27%
30759,192.1415278,"14,348",LLC-load-misses,-24.28%
30760,192.1415278,"38,399",LLC-store-misses,-29.60%
30761,192.1415278,"2,44,073",branch-load-misses,-40.23%
30762,192.1415278,"23,02,86,212",cycles,-50.87%
30763,192.1415278,"29,19,46,125",instructions              #    1.27  insn per cycle,-61.51%
30764,192.2167218,"2,17,124",branch-misses,-64.00%
30765,192.2167218,"5,24,036",cache-misses,-69.32%
30766,192.2167218,"1,60,39,915",L1-dcache-load-misses,-68.08%
30767,192.2167218,"6,52,787",L1-icache-load-misses,-68.08%
30768,192.2167218,"1,97,928",dTLB-load-misses,-68.09%
30769,192.2167218,"14,153",dTLB-store-misses,-68.09%
30770,192.2167218,"3,277",iTLB-load-misses,-42.56%
30771,192.2167218,"13,977",LLC-load-misses,-42.55%
30772,192.2167218,"1,59,218",LLC-store-misses,-42.55%
30773,192.2167218,"2,04,882",branch-load-misses,-48.06%
30774,192.2167218,"22,96,50,466",cycles,-53.38%
30775,192.2167218,"38,78,37,618",instructions              #    1.69  insn per cycle,-58.70%
30776,192.2918895,"2,48,054",branch-misses,-63.68%
30777,192.2918895,"2,84,940",cache-misses,-74.33%
30778,192.2918895,"1,54,91,746",L1-dcache-load-misses,-79.65%
30779,192.2918895,"7,26,112",L1-icache-load-misses,-84.04%
30780,192.2918895,"1,67,478",dTLB-load-misses,-84.04%
30781,192.2918895,"12,131",dTLB-store-misses,-84.04%
30782,192.2918895,"3,196",iTLB-load-misses,-25.68%
30783,192.2918895,"26,196",LLC-load-misses,-21.29%
30784,192.2918895,"57,384",LLC-store-misses,-21.28%
30785,192.2918895,"2,51,025",branch-load-misses,-31.74%
30786,192.2918895,"22,83,37,045",cycles,-42.38%
30787,192.2918895,"29,65,13,853",instructions              #    1.30  insn per cycle,-53.02%
30788,192.3670909,"2,34,721",branch-misses,-72.46%
30789,192.3670909,"3,91,381",cache-misses,-77.78%
30790,192.3670909,"1,53,09,864",L1-dcache-load-misses,-72.46%
30791,192.3670909,"6,45,750",L1-icache-load-misses,-68.08%
30792,192.3670909,"1,44,529",dTLB-load-misses,-68.08%
30793,192.3670909,"13,085",dTLB-store-misses,-68.10%
30794,192.3670909,"2,499",iTLB-load-misses,-38.16%
30795,192.3670909,"19,868",LLC-load-misses,-42.56%
30796,192.3670909,"40,946",LLC-store-misses,-42.54%
30797,192.3670909,"2,38,211",branch-load-misses,-53.18%
30798,192.3670909,"22,97,95,663",cycles,-61.84%
30799,192.3670909,"32,10,52,724",instructions              #    1.40  insn per cycle,-67.16%
30800,192.4422915,"2,54,264",branch-misses,-57.44%
30801,192.4422915,"2,64,019",cache-misses,-68.08%
30802,192.4422915,"1,60,08,083",L1-dcache-load-misses,-71.14%
30803,192.4422915,"8,21,835",L1-icache-load-misses,-76.46%
30804,192.4422915,"2,10,702",dTLB-load-misses,-81.78%
30805,192.4422915,"11,823",dTLB-store-misses,-84.04%
30806,192.4422915,"2,790",iTLB-load-misses,-34.19%
30807,192.4422915,"24,304",LLC-load-misses,-28.87%
30808,192.4422915,"44,831",LLC-store-misses,-23.55%
30809,192.4422915,"2,36,492",branch-load-misses,-28.87%
30810,192.4422915,"22,94,27,450",cycles,-36.17%
30811,192.4422915,"30,42,87,107",instructions              #    1.33  insn per cycle,-46.81%
30812,192.5174935,"2,39,690",branch-misses,-78.72%
30813,192.5174935,"3,63,470",cache-misses,-84.04%
30814,192.5174935,"1,55,10,157",L1-dcache-load-misses,-80.98%
30815,192.5174935,"6,21,255",L1-icache-load-misses,-75.67%
30816,192.5174935,"1,74,239",dTLB-load-misses,-70.35%
30817,192.5174935,"14,273",dTLB-store-misses,-68.09%
30818,192.5174935,"3,106",iTLB-load-misses,-29.65%
30819,192.5174935,"16,406",LLC-load-misses,-34.96%
30820,192.5174935,"87,406",LLC-store-misses,-40.28%
30821,192.5174935,"2,34,675",branch-load-misses,-50.92%
30822,192.5174935,"22,94,37,307",cycles,-61.55%
30823,192.5174935,"32,77,87,895",instructions              #    1.43  insn per cycle,-72.19%
30824,192.5926946,"2,50,048",branch-misses,-57.44%
30825,192.5926946,"3,32,872",cache-misses,-68.08%
30826,192.5926946,"1,53,51,499",L1-dcache-load-misses,-68.08%
30827,192.5926946,"8,58,157",L1-icache-load-misses,-68.09%
30828,192.5926946,"1,83,608",dTLB-load-misses,-73.27%
30829,192.5926946,"11,600",dTLB-store-misses,-78.59%
30830,192.5926946,"4,941",iTLB-load-misses,-42.55%
30831,192.5926946,"23,497",LLC-load-misses,-37.38%
30832,192.5926946,"70,097",LLC-store-misses,-32.06%
30833,192.5926946,"2,54,918",branch-load-misses,-37.38%
30834,192.5926946,"22,90,08,385",cycles,-42.70%
30835,192.5926946,"30,09,28,122",instructions              #    1.31  insn per cycle,-48.02%
30836,192.6679008,"2,39,146",branch-misses,-74.33%
30837,192.6679008,"3,54,938",cache-misses,-84.05%
30838,192.6679008,"1,55,20,613",L1-dcache-load-misses,-84.05%
30839,192.6679008,"8,06,570",L1-icache-load-misses,-84.05%
30840,192.6679008,"1,38,924",dTLB-load-misses,-78.86%
30841,192.6679008,"11,553",dTLB-store-misses,-73.55%
30842,192.6679008,"5,862",iTLB-load-misses,-21.27%
30843,192.6679008,"6,527",LLC-load-misses,-26.44%
30844,192.6679008,"20,893",LLC-store-misses,-31.77%
30845,192.6679008,"2,44,391",branch-load-misses,-42.41%
30846,192.6679008,"23,19,03,834",cycles,-53.04%
30847,192.6679008,"32,83,08,115",instructions              #    1.42  insn per cycle,-63.68%
30848,192.7431045,"1,93,978",branch-misses,-61.84%
30849,192.7431045,"6,43,308",cache-misses,-68.08%
30850,192.7431045,"1,82,88,883",L1-dcache-load-misses,-68.08%
30851,192.7431045,"7,77,400",L1-icache-load-misses,-68.08%
30852,192.7431045,"1,18,554",dTLB-load-misses,-68.09%
30853,192.7431045,"18,661",dTLB-store-misses,-70.07%
30854,192.7431045,"1,059",iTLB-load-misses,-42.56%
30855,192.7431045,"34,141",LLC-load-misses,-42.56%
30856,192.7431045,"49,100",LLC-store-misses,-40.58%
30857,192.7431045,"1,98,691",branch-load-misses,-45.90%
30858,192.7431045,"22,86,43,741",cycles,-51.22%
30859,192.7431045,"37,98,90,800",instructions              #    1.66  insn per cycle,-56.54%
30860,192.8183062,"2,30,055",branch-misses,-65.81%
30861,192.8183062,"3,15,209",cache-misses,-76.44%
30862,192.8183062,"1,68,74,291",L1-dcache-load-misses,-81.76%
30863,192.8183062,"5,53,583",L1-icache-load-misses,-84.04%
30864,192.8183062,"1,91,313",dTLB-load-misses,-84.04%
30865,192.8183062,"10,159",dTLB-store-misses,-82.07%
30866,192.8183062,"3,212",iTLB-load-misses,-23.57%
30867,192.8183062,"16,191",LLC-load-misses,-21.28%
30868,192.8183062,"70,358",LLC-store-misses,-23.24%
30869,192.8183062,"2,27,163",branch-load-misses,-33.88%
30870,192.8183062,"22,89,97,926",cycles,-44.51%
30871,192.8183062,"32,67,60,552",instructions              #    1.43  insn per cycle,-55.15%
30872,192.8934959,"2,56,684",branch-misses,-70.35%
30873,192.8934959,"2,46,225",cache-misses,-75.67%
30874,192.8934959,"1,55,37,358",L1-dcache-load-misses,-70.35%
30875,192.8934959,"7,38,316",L1-icache-load-misses,-68.08%
30876,192.8934959,"1,78,159",dTLB-load-misses,-68.08%
30877,192.8934959,"12,478",dTLB-store-misses,-68.08%
30878,192.8934959,"4,104",iTLB-load-misses,-40.28%
30879,192.8934959,"12,654",LLC-load-misses,-42.56%
30880,192.8934959,"39,792",LLC-store-misses,-42.56%
30881,192.8934959,"2,50,921",branch-load-misses,-53.20%
30882,192.8934959,"23,00,50,551",cycles,-59.73%
30883,192.8934959,"30,73,15,550",instructions              #    1.34  insn per cycle,-65.05%
30884,192.96868,"2,24,411",branch-misses,-57.43%
30885,192.96868,"4,44,466",cache-misses,-68.08%
30886,192.96868,"1,52,63,131",L1-dcache-load-misses,-73.28%
30887,192.96868,"6,74,245",L1-icache-load-misses,-78.60%
30888,192.96868,"1,53,527",dTLB-load-misses,-83.92%
30889,192.96868,"12,042",dTLB-store-misses,-84.04%
30890,192.96868,"5,694",iTLB-load-misses,-32.05%
30891,192.96868,"13,428",LLC-load-misses,-26.73%
30892,192.96868,"50,992",LLC-store-misses,-21.41%
30893,192.96868,"2,41,314",branch-load-misses,-26.73%
30894,192.96868,"23,16,89,549",cycles,-36.15%
30895,192.96868,"36,40,40,218",instructions              #    1.57  insn per cycle,-46.79%
30896,193.0438876,"2,55,554",branch-misses,-78.72%
30897,193.0438876,"1,98,939",cache-misses,-84.04%
30898,193.0438876,"1,63,25,746",L1-dcache-load-misses,-78.84%
30899,193.0438876,"8,04,462",L1-icache-load-misses,-73.53%
30900,193.0438876,"1,91,984",dTLB-load-misses,-68.21%
30901,193.0438876,"11,485",dTLB-store-misses,-68.09%
30902,193.0438876,"2,755",iTLB-load-misses,-31.79%
30903,193.0438876,"12,861",LLC-load-misses,-37.10%
30904,193.0438876,"28,910",LLC-store-misses,-42.42%
30905,193.0438876,"2,59,593",branch-load-misses,-53.06%
30906,193.0438876,"23,09,28,551",cycles,-63.69%
30907,193.0438876,"29,83,89,324",instructions              #    1.29  insn per cycle,-73.40%
30908,193.1190717,"2,48,848",branch-misses,-57.43%
30909,193.1190717,"2,26,174",cache-misses,-68.07%
30910,193.1190717,"1,59,88,774",L1-dcache-load-misses,-68.07%
30911,193.1190717,"8,00,021",L1-icache-load-misses,-70.09%
30912,193.1190717,"1,92,488",dTLB-load-misses,-75.41%
30913,193.1190717,"11,883",dTLB-store-misses,-80.74%
30914,193.1190717,"3,373",iTLB-load-misses,-40.55%
30915,193.1190717,"15,448",LLC-load-misses,-35.23%
30916,193.1190717,"46,548",LLC-store-misses,-29.91%
30917,193.1190717,"2,42,275",branch-load-misses,-35.23%
30918,193.1190717,"23,06,08,339",cycles,-40.55%
30919,193.1190717,"30,93,54,748",instructions              #    1.34  insn per cycle,-46.80%
30920,193.1942682,"2,54,989",branch-misses,-76.49%
30921,193.1942682,"2,29,544",cache-misses,-84.04%
30922,193.1942682,"1,58,64,775",L1-dcache-load-misses,-84.04%
30923,193.1942682,"8,03,889",L1-icache-load-misses,-82.02%
30924,193.1942682,"2,25,443",dTLB-load-misses,-76.71%
30925,193.1942682,"11,592",dTLB-store-misses,-71.39%
30926,193.1942682,"7,319",iTLB-load-misses,-23.29%
30927,193.1942682,"8,910",LLC-load-misses,-28.61%
30928,193.1942682,"11,775",LLC-store-misses,-33.92%
30929,193.1942682,"2,44,978",branch-load-misses,-44.56%
30930,193.1942682,"23,07,41,934",cycles,-55.20%
30931,193.1942682,"29,65,08,083",instructions              #    1.29  insn per cycle,-65.84%
30932,193.2694749,"2,51,857",branch-misses,-59.67%
30933,193.2694749,"2,38,389",cache-misses,-68.08%
30934,193.2694749,"1,57,94,825",L1-dcache-load-misses,-68.08%
30935,193.2694749,"7,91,503",L1-icache-load-misses,-68.08%
30936,193.2694749,"1,85,660",dTLB-load-misses,-68.09%
30937,193.2694749,"11,535",dTLB-store-misses,-72.23%
30938,193.2694749,"3,524",iTLB-load-misses,-42.56%
30939,193.2694749,"9,265",LLC-load-misses,-42.55%
30940,193.2694749,"16,208",LLC-store-misses,-38.42%
30941,193.2694749,"2,69,987",branch-load-misses,-43.74%
30942,193.2694749,"23,11,48,186",cycles,-49.06%
30943,193.2694749,"30,11,50,110",instructions              #    1.30  insn per cycle,-54.38%
30944,193.3446496,"2,23,465",branch-misses,-67.99%
30945,193.3446496,"7,21,627",cache-misses,-78.63%
30946,193.3446496,"1,61,32,746",L1-dcache-load-misses,-83.95%
30947,193.3446496,"7,62,623",L1-icache-load-misses,-84.04%
30948,193.3446496,"1,17,001",dTLB-load-misses,-84.04%
30949,193.3446496,"13,318",dTLB-store-misses,-79.90%
30950,193.3446496,"2,039",iTLB-load-misses,-21.38%
30951,193.3446496,"48,105",LLC-load-misses,-21.28%
30952,193.3446496,"84,053",LLC-store-misses,-25.42%
30953,193.3446496,"2,23,256",branch-load-misses,-36.05%
30954,193.3446496,"22,86,18,579",cycles,-46.69%
30955,193.3446496,"33,77,29,822",instructions              #    1.48  insn per cycle,-57.33%
30956,193.4198512,"2,49,153",branch-misses,-68.16%
30957,193.4198512,"2,81,023",cache-misses,-73.48%
30958,193.4198512,"1,54,16,331",L1-dcache-load-misses,-68.16%
30959,193.4198512,"7,20,227",L1-icache-load-misses,-68.08%
30960,193.4198512,"1,63,129",dTLB-load-misses,-68.09%
30961,193.4198512,"11,081",dTLB-store-misses,-68.09%
30962,193.4198512,"1,323",iTLB-load-misses,-42.46%
30963,193.4198512,"28,883",LLC-load-misses,-42.56%
30964,193.4198512,"42,305",LLC-store-misses,-42.55%
30965,193.4198512,"2,45,617",branch-load-misses,-52.22%
30966,193.4198512,"22,88,77,016",cycles,-57.54%
30967,193.4198512,"30,46,27,963",instructions              #    1.33  insn per cycle,-62.86%
30968,193.4950581,"2,43,956",branch-misses,-59.49%
30969,193.4950581,"3,64,409",cache-misses,-70.13%
30970,193.4950581,"1,50,66,101",L1-dcache-load-misses,-75.44%
30971,193.4950581,"7,68,085",L1-icache-load-misses,-80.76%
30972,193.4950581,"1,39,877",dTLB-load-misses,-84.04%
30973,193.4950581,"10,214",dTLB-store-misses,-84.05%
30974,193.4950581,"2,657",iTLB-load-misses,-29.88%
30975,193.4950581,"19,951",LLC-load-misses,-24.56%
30976,193.4950581,"79,265",LLC-store-misses,-21.27%
30977,193.4950581,"2,36,576",branch-load-misses,-27.56%
30978,193.4950581,"22,97,73,530",cycles,-38.20%
30979,193.4950581,"31,54,04,861",instructions              #    1.37  insn per cycle,-48.83%
30980,193.5702572,"2,51,843",branch-misses,-76.69%
30981,193.5702572,"4,91,357",cache-misses,-82.01%
30982,193.5702572,"1,52,39,247",L1-dcache-load-misses,-76.69%
30983,193.5702572,"6,13,958",L1-icache-load-misses,-71.38%
30984,193.5702572,"1,79,860",dTLB-load-misses,-68.08%
30985,193.5702572,"11,534",dTLB-store-misses,-68.08%
30986,193.5702572,"6,423",iTLB-load-misses,-33.94%
30987,193.5702572,"10,751",LLC-load-misses,-39.25%
30988,193.5702572,"98,866",LLC-store-misses,-42.56%
30989,193.5702572,"2,57,718",branch-load-misses,-53.20%
30990,193.5702572,"23,11,54,168",cycles,-63.84%
30991,193.5702572,"35,29,28,961",instructions              #    1.53  insn per cycle,-71.39%
30992,193.6454593,"2,76,522",branch-misses,-57.44%
30993,193.6454593,"3,47,555",cache-misses,-68.08%
30994,193.6454593,"1,56,23,451",L1-dcache-load-misses,-68.08%
30995,193.6454593,"7,71,040",L1-icache-load-misses,-72.25%
30996,193.6454593,"2,59,154",dTLB-load-misses,-77.57%
30997,193.6454593,"13,885",dTLB-store-misses,-82.89%
30998,193.6454593,"1,771",iTLB-load-misses,-38.40%
30999,193.6454593,"30,495",LLC-load-misses,-33.08%
31000,193.6454593,"63,345",LLC-store-misses,-27.76%
31001,193.6454593,"2,76,178",branch-load-misses,-33.08%
31002,193.6454593,"22,96,50,996",cycles,-38.40%
31003,193.6454593,"30,33,41,492",instructions              #    1.32  insn per cycle,-46.81%
31005,193.7206324,"2,98,918",branch-misses,-78.66%
31006,193.7206324,"2,40,416",cache-misses,-84.04%
31007,193.7206324,"1,55,90,000",L1-dcache-load-misses,-84.04%
31008,193.7206324,"8,88,596",L1-icache-load-misses,-79.87%
31009,193.7206324,"2,90,726",dTLB-load-misses,-74.56%
31010,193.7206324,"12,266",dTLB-store-misses,-69.24%
31011,193.7206324,"2,715",iTLB-load-misses,-25.44%
31012,193.7206324,"21,669",LLC-load-misses,-30.76%
31013,193.7206324,"16,826",LLC-store-misses,-36.08%
31014,193.7206324,"2,88,999",branch-load-misses,-46.72%
31015,193.7206324,"22,95,43,424",cycles,-57.36%
31016,193.7206324,"27,90,58,017",instructions              #    1.22  insn per cycle,-68.00%
31017,193.7958288,"2,53,061",branch-misses,-57.50%
31018,193.7958288,"4,18,870",cache-misses,-68.08%
31019,193.7958288,"1,52,49,170",L1-dcache-load-misses,-68.08%
31020,193.7958288,"7,45,392",L1-icache-load-misses,-68.08%
31021,193.7958288,"2,91,092",dTLB-load-misses,-69.09%
31022,193.7958288,"15,141",dTLB-store-misses,-74.41%
31023,193.7958288,"2,690",iTLB-load-misses,-42.56%
31024,193.7958288,"28,863",LLC-load-misses,-41.55%
31025,193.7958288,"1,05,666",LLC-store-misses,-36.23%
31026,193.7958288,"2,29,255",branch-load-misses,-41.55%
31027,193.7958288,"22,87,11,095",cycles,-46.87%
31028,193.7958288,"34,21,63,033",instructions              #    1.50  insn per cycle,-52.19%
31029,193.871031,"2,59,605",branch-misses,-70.16%
31030,193.871031,"4,59,813",cache-misses,-80.80%
31031,193.871031,"1,56,78,278",L1-dcache-load-misses,-84.04%
31032,193.871031,"6,20,743",L1-icache-load-misses,-84.04%
31033,193.871031,"2,03,666",dTLB-load-misses,-83.04%
31034,193.871031,"16,171",dTLB-store-misses,-77.72%
31035,193.871031,563,iTLB-load-misses,-21.28%
31036,193.871031,"46,336",LLC-load-misses,-22.28%
31037,193.871031,"35,024",LLC-store-misses,-27.59%
31038,193.871031,"2,34,561",branch-load-misses,-38.23%
31039,193.871031,"22,65,83,535",cycles,-48.87%
31040,193.871031,"32,01,24,238",instructions              #    1.41  insn per cycle,-59.50%
31041,193.9462278,"2,85,088",branch-misses,-66.00%
31042,193.9462278,"3,30,162",cache-misses,-71.32%
31043,193.9462278,"1,52,29,750",L1-dcache-load-misses,-68.08%
31044,193.9462278,"7,01,421",L1-icache-load-misses,-68.08%
31045,193.9462278,"2,51,215",dTLB-load-misses,-68.09%
31046,193.9462278,"10,694",dTLB-store-misses,-68.09%
31047,193.9462278,"2,526",iTLB-load-misses,-42.56%
31048,193.9462278,"22,034",LLC-load-misses,-42.56%
31049,193.9462278,"65,887",LLC-store-misses,-42.55%
31050,193.9462278,"2,74,707",branch-load-misses,-50.06%
31051,193.9462278,"22,90,77,666",cycles,-55.38%
31052,193.9462278,"30,58,75,120",instructions              #    1.34  insn per cycle,-60.70%
31053,194.0214294,"2,65,817",branch-misses,-61.65%
31054,194.0214294,"4,84,157",cache-misses,-72.29%
31055,194.0214294,"1,49,70,826",L1-dcache-load-misses,-77.61%
31056,194.0214294,"6,20,146",L1-icache-load-misses,-82.93%
31057,194.0214294,"2,17,223",dTLB-load-misses,-84.04%
31058,194.0214294,"12,534",dTLB-store-misses,-84.05%
31059,194.0214294,"3,806",iTLB-load-misses,-27.72%
31060,194.0214294,"13,638",LLC-load-misses,-22.40%
31061,194.0214294,"98,007",LLC-store-misses,-21.27%
31062,194.0214294,"2,78,602",branch-load-misses,-29.72%
31063,194.0214294,"22,87,49,208",cycles,-40.36%
31064,194.0214294,"32,55,59,651",instructions              #    1.42  insn per cycle,-51.00%
31065,194.0966062,"2,71,517",branch-misses,-74.51%
31066,194.0966062,"3,63,972",cache-misses,-79.83%
31067,194.0966062,"1,57,64,438",L1-dcache-load-misses,-74.51%
31068,194.0966062,"6,51,828",L1-icache-load-misses,-69.19%
31069,194.0966062,"2,67,922",dTLB-load-misses,-68.08%
31070,194.0966062,"12,261",dTLB-store-misses,-68.08%
31071,194.0966062,"2,344",iTLB-load-misses,-36.12%
31072,194.0966062,"22,283",LLC-load-misses,-41.44%
31073,194.0966062,"1,01,582",LLC-store-misses,-42.56%
31074,194.0966062,"2,61,173",branch-load-misses,-53.20%
31075,194.0966062,"22,90,00,992",cycles,-63.84%
31076,194.0966062,"32,30,80,105",instructions              #    1.41  insn per cycle,-69.20%
31077,194.1718173,"2,78,315",branch-misses,-57.45%
31078,194.1718173,"3,24,721",cache-misses,-68.08%
31079,194.1718173,"1,54,57,142",L1-dcache-load-misses,-69.11%
31080,194.1718173,"8,17,778",L1-icache-load-misses,-74.43%
31081,194.1718173,"2,95,080",dTLB-load-misses,-79.75%
31082,194.1718173,"14,094",dTLB-store-misses,-84.05%
31083,194.1718173,"3,518",iTLB-load-misses,-36.21%
